,カウント　,X,Y,Z,ノルム,閾値1.5,連続消す,ジャーク,J閾値0.4,J閾値0.6,,,,,
1.5454E+12,287,-0.996,-0.196,-0.176,1.061408,0,0,0.160608,0,0,0,,,,
1.5454E+12,288,-1.016,-0.144,-0.216,1.099648,0,0,0.03824,0,0,0,,,,
1.5454E+12,289,-1.516,-0.032,-0.016,2.299536,1,1,1.199888,1,1,0,,,,
1.5454E+12,290,-0.764,-0.3,0.188,0.70904,0,0,-1.590496,0,0,0,,,,
1.5454E+12,291,-0.764,-0.3,0.188,0.70904,0,0,0,0,0,0,,,,
1.5454E+12,292,-1.156,-0.104,0.324,1.452128,0,0,0.743088,1,1,1,,,,
1.5454E+12,293,-0.992,-0.176,0.116,1.028496,0,0,-0.423632,0,0,0,,,,
1.5454E+12,294,-0.904,-0.064,0.12,0.835712,0,0,-0.192784,0,0,0,,,,
1.5454E+12,295,-1.016,-0.128,0.164,1.075536,0,0,0.239824,0,0,0,,,,
1.5454E+12,296,-0.9,-0.244,0.108,0.8812,0,0,-0.194336,0,0,0,,,,
1.5454E+12,297,-0.9,-0.244,0.108,0.8812,0,0,0,0,0,0,,,,
1.5454E+12,298,-0.988,-0.172,0.264,1.075424,0,0,0.194224,0,0,0,,,,
1.5454E+12,299,-1.268,0.012,0.316,1.707824,1,1,0.6324,1,1,0,,,,
1.5454E+12,300,-1.088,0.052,0.148,1.208352,0,0,-0.499472,0,0,0,,,,
1.5454E+12,301,-0.996,-0.104,0.076,1.008608,0,0,-0.199744,0,0,0,,,,
1.5454E+12,302,-1.004,-0.076,0.044,1.015728,0,0,0.00712,0,0,0,,,,
1.5454E+12,303,-1.004,-0.076,0.044,1.015728,0,0,0,0,0,0,,,,
1.5454E+12,304,-1.024,-0.036,0.096,1.059088,0,0,0.04336,0,0,0,,,,
1.5454E+12,305,-1.016,0.024,0.04,1.034432,0,0,-0.024656,0,0,0,,,,
1.5454E+12,306,-0.968,0.076,-0.008,0.942864,0,0,-0.091568,0,0,0,,,,
1.5454E+12,307,-1.028,0.104,0.036,1.068896,0,0,0.126032,0,0,0,,,,
1.5454E+12,308,-1.616,-0.18,0.284,2.724512,1,1,1.655616,1,1,0,,,,
1.5454E+12,309,-1.616,-0.18,0.284,2.724512,1,0,0,0,0,0,,,,
1.5454E+12,310,-0.836,-0.36,0.112,0.84104,0,0,-1.883472,0,0,0,,,,
1.5454E+12,311,-0.644,-0.2,0.18,0.487136,0,0,-0.353904,0,0,0,,,,
1.5454E+12,312,-1.052,-0.216,-0.02,1.15376,0,0,0.666624,1,1,1,,,,
1.5454E+12,313,-1.072,-0.076,-0.008,1.155024,0,0,0.001264,0,0,0,,,,
1.5454E+12,314,-0.952,-0.2,-0.06,0.949904,0,0,-0.20512,0,0,0,,,,
1.5454E+12,315,-0.952,-0.2,-0.06,0.949904,0,0,0,0,0,0,,,,
1.5454E+12,316,-0.888,-0.196,-0.012,0.827104,0,0,-0.1228,0,0,0,,,,
1.5454E+12,317,-0.96,-0.26,-0.1,0.9992,0,0,0.172096,0,0,0,,,,
1.5454E+12,318,-1.044,-0.456,0.084,1.304928,0,0,0.305728,0,0,0,,,,
1.5454E+12,319,-1.056,-0.108,0.264,1.196496,0,0,-0.108432,0,0,0,,,,
1.5454E+12,320,-1.028,-0.16,0.152,1.105488,0,0,-0.091008,0,0,0,,,,
1.5454E+12,321,-1.028,-0.16,0.152,1.105488,0,0,0,0,0,0,,,,
1.5454E+12,322,-1.02,-0.132,0.14,1.077424,0,0,-0.028064,0,0,0,,,,
1.5454E+12,323,-1,-0.172,0.14,1.049184,0,0,-0.02824,0,0,0,,,,
1.5454E+12,324,-1.008,-0.128,0.128,1.048832,0,0,-0.000352,0,0,0,,,,
1.5454E+12,325,-1.012,-0.164,0.108,1.062704,0,0,0.013872,0,0,0,,,,
1.5454E+12,326,-1,-0.144,0.1,1.030736,0,0,-0.031968,0,0,0,,,,
1.5454E+12,327,-1,-0.144,0.1,1.030736,0,0,0,0,0,0,,,,
1.5454E+12,328,-1.012,-0.136,0.136,1.061136,0,0,0.0304,0,0,0,,,,
1.5454E+12,329,-1,-0.136,0.136,1.036992,0,0,-0.024144,0,0,0,,,,
1.5454E+12,330,-1.004,-0.14,0.12,1.042016,0,0,0.005024,0,0,0,,,,
1.5454E+12,331,-1.004,-0.156,0.124,1.047728,0,0,0.005712,0,0,0,,,,
1.5454E+12,332,-0.972,-0.152,0.14,0.987488,0,0,-0.06024,0,0,0,,,,
1.5454E+12,333,-0.972,-0.152,0.14,0.987488,0,0,0,0,0,0,,,,
1.5454E+12,334,-0.992,-0.26,0.1,1.061664,0,0,0.074176,0,0,0,,,,
1.5454E+12,335,-0.976,-0.144,0.148,0.995216,0,0,-0.066448,0,0,0,,,,
1.5454E+12,336,-1,-0.204,0.148,1.06352,0,0,0.068304,0,0,0,,,,
1.5454E+12,337,-1.052,-0.096,-0.128,1.132304,0,0,0.068784,0,0,0,,,,
1.5454E+12,338,-1.124,-0.128,-0.096,1.288976,0,0,0.156672,0,0,0,,,,
1.5454E+12,339,-1.124,-0.128,-0.096,1.288976,0,0,0,0,0,0,,,,
1.5454E+12,340,-0.972,-0.344,-0.144,1.083856,0,0,-0.20512,0,0,0,,,,
1.5454E+12,341,-0.96,0,-0.08,0.928,0,0,-0.155856,0,0,0,,,,
1.5454E+12,342,-1.024,-0.016,-0.136,1.067328,0,0,0.139328,0,0,0,,,,
1.5454E+12,343,-1.288,0.092,-0.088,1.675152,1,1,0.607824,1,1,0,,,,
1.5454E+12,344,-1.012,0.032,-0.132,1.042592,0,0,-0.63256,0,0,0,,,,
1.5454E+12,345,-1.012,0.032,-0.132,1.042592,0,0,0,0,0,0,,,,
1.5454E+12,346,-0.664,-0.2,0.26,0.548496,0,0,-0.494096,0,0,0,,,,
1.5454E+12,347,-1.168,-0.248,-0.06,1.429328,0,0,0.880832,1,1,1,,,,
1.5454E+12,348,-1.116,-0.064,0.044,1.251488,0,0,-0.17784,0,0,0,,,,
1.5454E+12,349,-0.956,-0.104,-0.08,0.931152,0,0,-0.320336,0,0,0,,,,
1.5454E+12,350,-0.812,-0.156,-0.076,0.689456,0,0,-0.241696,0,0,0,,,,
1.5454E+12,351,-0.812,-0.156,-0.076,0.689456,0,0,0,0,0,0,,,,
1.5454E+12,352,-1.004,-0.088,-0.108,1.027424,0,0,0.337968,0,0,0,,,,
1.5454E+12,353,-0.868,-0.236,-0.06,0.81272,0,0,-0.214704,0,0,0,,,,
1.5454E+12,354,-1.788,-1.056,0.636,4.716576,1,1,3.903856,1,1,0,,,,
1.5454E+12,355,-1.156,-0.352,0.312,1.557584,1,0,-3.158992,0,0,0,,,,
1.5454E+12,356,-0.76,-0.18,0.084,0.617056,0,0,-0.940528,0,0,0,,,,
1.5454E+12,357,-0.76,-0.18,0.084,0.617056,0,0,0,0,0,0,,,,
1.5454E+12,358,-0.992,-0.168,0.216,1.058944,0,0,0.441888,1,0,0,,,,
1.5454E+12,359,-0.984,-0.196,0.072,1.011856,0,0,-0.047088,0,0,0,,,,
1.5454E+12,360,-0.764,-0.064,0.144,0.608528,0,0,-0.403328,0,0,0,,,,
1.5454E+12,361,-1.072,-0.1,-0.136,1.17768,0,0,0.569152,1,0,0,,,,
1.5454E+12,362,-1.316,-0.396,0.072,1.893856,1,1,0.716176,1,1,0,,,,
1.5454E+12,363,-1.316,-0.396,0.072,1.893856,1,0,0,0,0,0,,,,
1.5454E+12,364,-1.488,-0.084,0.02,2.2216,1,0,0.327744,0,0,0,,,,
1.5454E+12,365,-0.64,-0.26,0.048,0.479504,0,0,-1.742096,0,0,0,,,,
1.5454E+12,366,-0.816,-0.2,-0.036,0.707152,0,0,0.227648,0,0,0,,,,
1.5454E+12,367,-0.944,-0.236,-0.116,0.960288,0,0,0.253136,0,0,0,,,,
1.5454E+12,368,-1.02,-0.16,-0.268,1.137824,0,0,0.177536,0,0,0,,,,
1.5454E+12,369,-1.02,-0.16,-0.268,1.137824,0,0,0,0,0,0,,,,
1.5454E+12,370,-1.128,-0.568,-0.276,1.671184,1,1,0.53336,1,0,0,,,,
1.5454E+12,371,-1.036,-0.396,0.044,1.232048,0,0,-0.439136,0,0,0,,,,
1.5454E+12,372,-0.912,-0.34,0.164,0.97424,0,0,-0.257808,0,0,0,,,,
1.5454E+12,373,-0.804,-0.076,0.104,0.663008,0,0,-0.311232,0,0,0,,,,
1.5454E+12,374,-0.988,-0.1,0.02,0.986544,0,0,0.323536,0,0,0,,,,
1.5454E+12,375,-0.988,-0.1,0.02,0.986544,0,0,0,0,0,0,,,,
1.5454E+12,376,-0.92,0.004,-0.1,0.856416,0,0,-0.130128,0,0,0,,,,
1.5454E+12,377,-0.936,-0.184,-0.044,0.911888,0,0,0.055472,0,0,0,,,,
1.5454E+12,378,-1.032,-0.02,-0.236,1.12112,0,0,0.209232,0,0,0,,,,
1.5454E+12,379,-1.328,0.016,0.52,2.03424,1,1,0.91312,1,1,0,,,,
1.5454E+12,380,-1.328,0.016,0.52,2.03424,1,0,0,0,0,0,,,,
1.5454E+12,381,-1.18,0.172,0.076,1.42776,0,0,-0.60648,0,0,0,,,,
1.5454E+12,382,-0.84,-0.112,0.092,0.726608,0,0,-0.701152,0,0,0,,,,
1.5454E+12,383,-0.952,-0.08,0.148,0.934608,0,0,0.208,0,0,0,,,,
1.5454E+12,384,-1.02,-0.124,0.196,1.094192,0,0,0.159584,0,0,0,,,,
1.5454E+12,385,-1.02,-0.124,0.196,1.094192,0,0,0,0,0,0,,,,
1.5454E+12,386,-0.776,-0.204,-0.016,0.644048,0,0,-0.450144,0,0,0,,,,
1.5454E+12,387,-0.776,-0.204,-0.016,0.644048,0,0,0,0,0,0,,,,
1.5454E+12,388,-1.036,-0.1,0.208,1.12656,0,0,0.482512,1,0,0,,,,
1.5454E+12,389,-1.036,-0.112,0.052,1.088544,0,0,-0.038016,0,0,0,,,,
1.5454E+12,390,-1.008,0.068,0.036,1.021984,0,0,-0.06656,0,0,0,,,,
1.5454E+12,391,-0.932,0.072,-0.06,0.877408,0,0,-0.144576,0,0,0,,,,
1.5454E+12,392,-0.932,0.072,-0.06,0.877408,0,0,0,0,0,0,,,,
1.5454E+12,393,-1.004,0.128,-0.024,1.024976,0,0,0.147568,0,0,0,,,,
1.5454E+12,394,-0.948,0.164,0.008,0.925664,0,0,-0.099312,0,0,0,,,,
1.5454E+12,395,-1.036,0.152,0.004,1.096416,0,0,0.170752,0,0,0,,,,
1.5454E+12,396,-1.512,-0.064,-0.056,2.293376,1,1,1.19696,1,1,0,,,,
1.5454E+12,397,-0.992,-0.22,0.184,1.06632,0,0,-1.227056,0,0,0,,,,
1.5454E+12,398,-0.912,-0.292,0.144,0.937744,0,0,-0.128576,0,0,0,,,,
1.5454E+12,399,-0.912,-0.292,0.144,0.937744,0,0,0,0,0,0,,,,
1.5454E+12,400,-0.964,-0.224,0.06,0.983072,0,0,0.045328,0,0,0,,,,
1.5454E+12,401,-0.952,-0.16,0.012,0.932048,0,0,-0.051024,0,0,0,,,,
1.5454E+12,402,-0.832,-0.208,-0.12,0.749888,0,0,-0.18216,0,0,0,,,,
1.5454E+12,403,-0.872,-0.18,-0.16,0.818384,0,0,0.068496,0,0,0,,,,
1.5454E+12,404,-1.072,-0.12,-0.14,1.183184,0,0,0.3648,0,0,0,,,,
1.5454E+12,405,-1.072,-0.12,-0.14,1.183184,0,0,0,0,0,0,,,,
1.5454E+12,406,-1.548,-0.464,0.316,2.711456,1,1,1.528272,1,1,0,,,,
1.5454E+12,407,-0.828,-0.412,0.188,0.890672,0,0,-1.820784,0,0,0,,,,
1.5454E+12,408,-0.836,-0.236,0.192,0.791456,0,0,-0.099216,0,0,0,,,,
1.5454E+12,409,-0.932,-0.164,0.132,0.912944,0,0,0.121488,0,0,0,,,,
1.5454E+12,410,-0.932,-0.164,0.132,0.912944,0,0,0,0,0,0,,,,
1.5454E+12,411,-0.924,-0.072,0.076,0.864736,0,0,-0.048208,0,0,0,,,,
1.5454E+12,412,-0.96,-0.104,-0.052,0.93512,0,0,0.070384,0,0,0,,,,
1.5454E+12,413,-0.784,0.048,-0.096,0.626176,0,0,-0.308944,0,0,0,,,,
1.5454E+12,414,-1.084,-0.156,-0.096,1.208608,0,0,0.582432,1,0,0,,,,
1.5454E+12,415,-1.068,-0.036,-0.188,1.177264,0,0,-0.031344,0,0,0,,,,
1.5454E+12,416,-1.02,-0.356,0.348,1.28824,0,0,0.110976,0,0,0,,,,
1.5454E+12,417,-1.02,-0.356,0.348,1.28824,0,0,0,0,0,0,,,,
1.5454E+12,418,-1.06,-0.124,0.16,1.164576,0,0,-0.123664,0,0,0,,,,
1.5454E+12,419,-0.984,-0.18,0.052,1.00336,0,0,-0.161216,0,0,0,,,,
1.5454E+12,420,-0.888,-0.18,-0.044,0.82288,0,0,-0.18048,0,0,0,,,,
1.5454E+12,421,-0.848,-0.168,-0.12,0.761728,0,0,-0.061152,0,0,0,,,,
1.5454E+12,422,-0.94,-0.2,-0.064,0.927696,0,0,0.165968,0,0,0,,,,
1.5454E+12,423,-0.94,-0.2,-0.064,0.927696,0,0,0,0,0,0,,,,
1.5454E+12,424,-1.3,-0.296,0.16,1.803216,1,1,0.87552,1,1,0,,,,
1.5454E+12,425,-1.052,-0.176,0.096,1.146896,0,0,-0.65632,0,0,0,,,,
1.5454E+12,426,-0.932,-0.42,0.136,1.06352,0,0,-0.083376,0,0,0,,,,
1.5454E+12,427,-0.944,-0.196,-0.076,0.935328,0,0,-0.128192,0,0,0,,,,
1.5454E+12,428,-0.948,-0.236,-0.044,0.956336,0,0,0.021008,0,0,0,,,,
1.5454E+12,429,-0.948,-0.236,-0.044,0.956336,0,0,0,0,0,0,,,,
1.5454E+12,430,-0.928,-0.036,-0.024,0.863056,0,0,-0.09328,0,0,0,,,,
1.5454E+12,431,-1.028,-0.028,-0.08,1.063968,0,0,0.200912,0,0,0,,,,
1.5454E+12,432,-1.032,0.004,-0.104,1.075856,0,0,0.011888,0,0,0,,,,
1.5454E+12,433,-1.232,-0.02,-0.016,1.51848,1,1,0.442624,1,0,0,,,,
1.5454E+12,434,-1.176,-0.544,0.228,1.730896,1,0,0.212416,0,0,0,,,,
1.5454E+12,435,-1.176,-0.544,0.228,1.730896,1,0,0,0,0,0,,,,
1.5454E+12,436,-0.828,-0.18,0.136,0.73648,0,0,-0.994416,0,0,0,,,,
1.5454E+12,437,-1.184,-0.232,0.12,1.47008,0,0,0.7336,1,1,1,,,,
1.5454E+12,438,-0.816,-0.116,-0.04,0.680912,0,0,-0.789168,0,0,0,,,,
1.5454E+12,439,-0.96,-0.116,-0.096,0.944272,0,0,0.26336,0,0,0,,,,
1.5454E+12,440,-1.016,-0.104,-0.068,1.047696,0,0,0.103424,0,0,0,,,,
1.5454E+12,441,-1.016,-0.104,-0.068,1.047696,0,0,0,0,0,0,,,,
1.5454E+12,442,-0.892,-0.26,-0.08,0.869664,0,0,-0.178032,0,0,0,,,,
1.5454E+12,443,-0.904,-0.272,-0.14,0.9108,0,0,0.041136,0,0,0,,,,
1.5454E+12,444,-1.436,-0.14,0.32,2.184096,1,1,1.273296,1,1,0,,,,
1.5454E+12,445,-0.78,0.204,0.14,0.669616,0,0,-1.51448,0,0,0,,,,
1.5454E+12,446,-0.816,0.116,0.036,0.680608,0,0,0.010992,0,0,0,,,,
1.5454E+12,447,-0.816,0.116,0.036,0.680608,0,0,0,0,0,0,,,,
1.5454E+12,448,-1.012,0.176,0.136,1.073616,0,0,0.393008,0,0,0,,,,
1.5454E+12,449,-0.988,0.232,0.22,1.078368,0,0,0.004752,0,0,0,,,,
1.5454E+12,450,-0.96,0.048,0.124,0.93928,0,0,-0.139088,0,0,0,,,,
1.5454E+12,451,-0.9,0.016,0.036,0.811552,0,0,-0.127728,0,0,0,,,,
1.5454E+12,452,-1.216,-0.164,-0.096,1.514768,1,1,0.703216,1,1,0,,,,
1.5454E+12,453,-1.216,-0.164,-0.096,1.514768,1,0,0,0,0,0,,,,
1.5454E+12,454,-0.96,-0.112,-0.032,0.935168,0,0,-0.5796,0,0,0,,,,
1.5454E+12,455,-1.068,-0.06,0.02,1.144624,0,0,0.209456,0,0,0,,,,
1.5454E+12,456,-0.996,-0.048,-0.132,1.011744,0,0,-0.13288,0,0,0,,,,
1.5454E+12,457,-1.012,-0.088,-0.036,1.033184,0,0,0.02144,0,0,0,,,,
1.5454E+12,458,-1.056,0,-0.048,1.11744,0,0,0.084256,0,0,0,,,,
1.5454E+12,459,-1.056,0,-0.048,1.11744,0,0,0,0,0,0,,,,
1.5454E+12,460,-1.028,-0.024,-0.036,1.058656,0,0,-0.058784,0,0,0,,,,
1.5454E+12,461,-1.016,-0.012,-0.084,1.039456,0,0,-0.0192,0,0,0,,,,
1.5454E+12,462,-1.012,0.04,-0.096,1.03496,0,0,-0.004496,0,0,0,,,,
1.5454E+12,463,-1.016,0.052,-0.088,1.042704,0,0,0.007744,0,0,0,,,,
1.5454E+12,464,-0.976,0.008,-0.128,0.969024,0,0,-0.07368,0,0,0,,,,
1.5454E+12,465,-0.976,0.008,-0.128,0.969024,0,0,0,0,0,0,,,,
1.5454E+12,466,-0.968,0.028,-0.144,0.958544,0,0,-0.01048,0,0,0,,,,
1.5454E+12,467,-0.984,0.012,-0.132,0.985824,0,0,0.02728,0,0,0,,,,
1.5454E+12,468,-1.028,-0.064,-0.04,1.06248,0,0,0.076656,0,0,0,,,,
1.5454E+12,469,-0.976,0.124,-0.048,0.970256,0,0,-0.092224,0,0,0,,,,
1.5454E+12,470,-1.224,-0.024,0.036,1.500048,1,1,0.529792,1,0,0,,,,
1.5454E+12,471,-1.224,-0.024,0.036,1.500048,1,0,0,0,0,0,,,,
1.5454E+12,472,-1.02,-0.14,-0.12,1.0744,0,0,-0.425648,0,0,0,,,,
1.5454E+12,473,-0.872,-0.248,0.024,0.822464,0,0,-0.251936,0,0,0,,,,
1.5454E+12,474,-0.972,-0.344,0.108,1.074784,0,0,0.25232,0,0,0,,,,
1.5454E+12,475,-0.764,-0.176,-0.012,0.614816,0,0,-0.459968,0,0,0,,,,
1.5454E+12,476,-0.872,-0.284,0.036,0.842336,0,0,0.22752,0,0,0,,,,
1.5454E+12,477,-0.872,-0.284,0.036,0.842336,0,0,0,0,0,0,,,,
1.5454E+12,478,-0.928,-0.256,0.124,0.942096,0,0,0.09976,0,0,0,,,,
1.5454E+12,479,-0.928,-0.256,0.124,0.942096,0,0,0,0,0,0,,,,
1.5454E+12,480,-1.08,-0.42,0.288,1.425744,0,0,0.483648,1,0,0,,,,
1.5454E+12,481,-1.028,-0.268,0.304,1.221024,0,0,-0.20472,0,0,0,,,,
1.5454E+12,482,-0.968,-0.236,0.28,1.07112,0,0,-0.149904,0,0,0,,,,
1.5454E+12,483,-1.036,-0.148,0.396,1.252016,0,0,0.180896,0,0,0,,,,
1.5454E+12,484,-0.956,-0.172,0.38,1.08792,0,0,-0.164096,0,0,0,,,,
1.5454E+12,485,-1.012,-0.232,0.34,1.193568,0,0,0.105648,0,0,0,,,,
1.5454E+12,486,-1.012,-0.232,0.34,1.193568,0,0,0,0,0,0,,,,
1.5454E+12,487,-0.912,-0.228,0.32,0.986128,0,0,-0.20744,0,0,0,,,,
1.5454E+12,488,-0.912,-0.228,0.32,0.986128,0,0,0,0,0,0,,,,
1.5454E+12,489,-0.98,-0.244,0.292,1.1052,0,0,0.119072,0,0,0,,,,
1.5454E+12,490,-0.948,-0.216,0.26,1.01296,0,0,-0.09224,0,0,0,,,,
1.5454E+12,491,-0.988,-0.268,0.276,1.124144,0,0,0.111184,0,0,0,,,,
1.5454E+12,492,-0.984,-0.28,0.244,1.106192,0,0,-0.017952,0,0,0,,,,
1.5454E+12,493,-0.984,-0.28,0.244,1.106192,0,0,0,0,0,0,,,,
1.5454E+12,494,-1.112,-0.256,0.172,1.331664,0,0,0.225472,0,0,0,,,,
1.5454E+12,495,-0.976,-0.244,0.1,1.022112,0,0,-0.309552,0,0,0,,,,
1.5454E+12,496,-0.936,-0.104,0.128,0.903296,0,0,-0.118816,0,0,0,,,,
1.5454E+12,497,-0.996,-0.116,0.032,1.006496,0,0,0.1032,0,0,0,,,,
1.5454E+12,498,-0.968,-0.164,0.008,0.963984,0,0,-0.042512,0,0,0,,,,
1.5454E+12,499,-0.732,-0.14,0.152,0.578528,0,0,-0.385456,0,0,0,,,,
1.5454E+12,500,-0.732,-0.14,0.152,0.578528,0,0,0,0,0,0,,,,
1.5454E+12,501,-1.192,-0.096,-0.096,1.439296,0,0,0.860768,1,1,0,,,,
1.5454E+12,502,-2.04,-0.084,-0.268,4.24048,1,1,2.801184,1,1,0,,,,
1.5454E+12,503,-1.1,-0.4,0.4,1.53,1,0,-2.71048,0,0,0,,,,
1.5454E+12,504,-0.132,0.036,0.192,0.055584,0,0,-1.474416,0,0,0,,,,
1.5454E+12,505,-0.076,-0.1,0.08,0.022176,0,0,-0.033408,0,0,0,,,,
1.5454E+12,506,-0.34,0,0.448,0.316304,0,0,0.294128,0,0,0,,,,
1.5454E+12,507,-0.34,0,0.448,0.316304,0,0,0,0,0,0,,,,
1.5454E+12,508,-2.04,-0.1,-0.896,4.974416,1,1,4.658112,1,1,0,,,,
1.5454E+12,509,-0.504,0.056,-0.092,0.265616,0,0,-4.7088,0,0,0,,,,
1.5454E+12,510,-0.924,-0.376,0.064,0.999248,0,0,0.733632,1,1,1,,,,
1.5454E+12,511,-0.956,-0.06,-0.072,0.92272,0,0,-0.076528,0,0,0,,,,
1.5454E+12,512,-1.1,-0.24,0.012,1.267744,0,0,0.345024,0,0,0,,,,
1.5454E+12,513,-1.1,-0.24,0.012,1.267744,0,0,0,0,0,0,,,,
1.5454E+12,514,-1.104,-0.112,-0.24,1.28896,0,0,0.021216,0,0,0,,,,
1.5454E+12,515,-1.092,-0.164,-0.136,1.237856,0,0,-0.051104,0,0,0,,,,
1.5454E+12,516,-1.012,-0.092,-0.08,1.039008,0,0,-0.198848,0,0,0,,,,
1.5454E+12,517,-1.04,-0.068,-0.056,1.08936,0,0,0.050352,0,0,0,,,,
1.5454E+12,518,-1.04,-0.068,-0.056,1.08936,0,0,0,0,0,0,,,,
1.5454E+12,519,-1.08,-0.104,0.028,1.178,0,0,0.08864,0,0,0,,,,
1.5454E+12,520,-1.052,-0.136,0.044,1.127136,0,0,-0.050864,0,0,0,,,,
1.5454E+12,521,-0.988,-0.196,0.144,1.035296,0,0,-0.09184,0,0,0,,,,
1.5454E+12,522,-1.024,-0.108,0.088,1.067984,0,0,0.032688,0,0,0,,,,
1.5454E+12,523,-0.94,-0.136,0.056,0.905232,0,0,-0.162752,0,0,0,,,,
1.5454E+12,524,-0.94,-0.136,0.056,0.905232,0,0,0,0,0,0,,,,
1.5454E+12,525,-0.784,-0.148,0.016,0.636816,0,0,-0.268416,0,0,0,,,,
1.5454E+12,526,-1.028,-0.22,0.02,1.105584,0,0,0.468768,1,0,0,,,,
1.5454E+12,527,-0.944,-0.152,-0.088,0.921984,0,0,-0.1836,0,0,0,,,,
1.5454E+12,528,-0.904,-0.036,-0.152,0.841616,0,0,-0.080368,0,0,0,,,,
1.5454E+12,529,-1.04,0.052,-0.224,1.13448,0,0,0.292864,0,0,0,,,,
1.5454E+12,530,-0.896,0.04,-0.32,0.906816,0,0,-0.227664,0,0,0,,,,
1.5454E+12,531,-0.896,0.04,-0.32,0.906816,0,0,0,0,0,0,,,,
1.5454E+12,532,-0.9,-0.036,-0.22,0.859696,0,0,-0.04712,0,0,0,,,,
1.5454E+12,533,-1.136,0.244,-0.48,1.580432,1,1,0.720736,1,1,0,,,,
1.5454E+12,534,-1.1,0,-0.176,1.240976,0,0,-0.339456,0,0,0,,,,
1.5454E+12,535,-0.844,-0.02,-0.128,0.72912,0,0,-0.511856,0,0,0,,,,
1.5454E+12,536,-1.44,0.072,-0.284,2.15944,1,1,1.43032,1,1,0,,,,
1.5454E+12,537,-1.44,0.072,-0.284,2.15944,1,0,0,0,0,0,,,,
1.5454E+12,538,-0.924,0.036,-0.204,0.896688,0,0,-1.262752,0,0,0,,,,
1.5454E+12,539,-0.96,0.148,-0.304,1.03592,0,0,0.139232,0,0,0,,,,
1.5454E+12,540,-0.984,0.104,-0.36,1.108672,0,0,0.072752,0,0,0,,,,
1.5454E+12,541,-0.984,0.104,-0.36,1.108672,0,0,0,0,0,0,,,,
1.5454E+12,542,-0.98,0.152,-0.4,1.143504,0,0,0.034832,0,0,0,,,,
1.5454E+12,543,-0.92,0.164,-0.372,1.01168,0,0,-0.131824,0,0,0,,,,
1.5454E+12,544,-0.932,0.06,-0.272,0.946208,0,0,-0.065472,0,0,0,,,,
1.5454E+12,545,-0.968,0.056,-0.248,1.001664,0,0,0.055456,0,0,0,,,,
1.5454E+12,546,-0.964,0.092,-0.26,1.00536,0,0,0.003696,0,0,0,,,,
1.5454E+12,547,-0.964,0.092,-0.26,1.00536,0,0,0,0,0,0,,,,
1.5454E+12,548,-0.972,0.092,-0.268,1.025072,0,0,0.019712,0,0,0,,,,
1.5454E+12,549,-0.984,0.064,-0.252,1.035856,0,0,0.010784,0,0,0,,,,
1.5454E+12,550,-0.992,0.076,-0.252,1.053344,0,0,0.017488,0,0,0,,,,
1.5454E+12,551,-0.972,0.02,-0.2,0.985184,0,0,-0.06816,0,0,0,,,,
1.5454E+12,552,-0.988,0.028,-0.236,1.032624,0,0,0.04744,0,0,0,,,,
1.5454E+12,553,-1,0.072,-0.216,1.05184,0,0,0.019216,0,0,0,,,,
1.5454E+12,554,-1.004,0.076,-0.212,1.058736,0,0,0.006896,0,0,0,,,,
1.5454E+12,555,-1.004,0.076,-0.212,1.058736,0,0,0,0,0,0,,,,
1.5454E+12,556,-0.996,0.076,-0.224,1.047968,0,0,-0.010768,0,0,0,,,,
1.5454E+12,557,-0.996,0.064,-0.196,1.034528,0,0,-0.01344,0,0,0,,,,
1.5454E+12,558,-0.988,0.064,-0.204,1.021856,0,0,-0.012672,0,0,0,,,,
1.5454E+12,559,-1.004,0.068,-0.192,1.049504,0,0,0.027648,0,0,0,,,,
1.5454E+12,560,-0.996,0.06,-0.2,1.035616,0,0,-0.013888,0,0,0,,,,
1.5454E+12,561,-0.996,0.06,-0.2,1.035616,0,0,0,0,0,0,,,,
1.5454E+12,562,-0.996,0.06,-0.228,1.0476,0,0,0.011984,0,0,0,,,,
1.5454E+12,563,-0.984,0.072,-0.224,1.023616,0,0,-0.023984,0,0,0,,,,
1.5454E+12,564,-1.012,0.056,-0.212,1.072224,0,0,0.048608,0,0,0,,,,
1.5454E+12,565,-0.996,0.048,-0.196,1.032736,0,0,-0.039488,0,0,0,,,,
1.5454E+12,566,-1.016,0.06,-0.196,1.074272,0,0,0.041536,0,0,0,,,,
1.5454E+12,567,-1.016,0.06,-0.196,1.074272,0,0,0,0,0,0,,,,
1.5454E+12,568,-0.992,0.048,-0.204,1.027984,0,0,-0.046288,0,0,0,,,,
1.5454E+12,569,-0.996,0.052,-0.188,1.030064,0,0,0.00208,0,0,0,,,,
1.5454E+12,570,-0.996,0.052,-0.22,1.04312,0,0,0.013056,0,0,0,,,,
1.5454E+12,571,-0.996,0.052,-0.18,1.02712,0,0,-0.016,0,0,0,,,,
